chrom	start	end	target_gene	tss_start	tss_end	gene_length	psoas_muscle	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	8064463	8086368	ENSG00000116285	8064462	8064463	21905	112.7	1	0.21435170687689495	0.0	0.0	0.881	0.0	13.0	0.6373334620874971	6.0	15600.0	2749.0	0.46153846153846156	0.1762179487179487
chr1	8377885	8404227	ENSG00000162426	8377884	8377885	26342	0.6	0	0.11791702662118138	0.0	0.0	0.745	0.0	32.0	0.518321355097273	12.0	39000.0	3981.0	0.375	0.10207692307692308
chr1	8412456	8877702	ENSG00000142599	8412455	8412456	465246	72.9	1	0.05904072753930298	0.0	1.0	0.12	0.0	32.0	0.518321355097273	12.0	39000.0	3981.0	0.375	0.10207692307692308
chr1	9352938	9429591	ENSG00000171621	9352937	9352938	76653	21.6	1	0.08178002888575657	0.0	0.0	0.594	0.0	18.0	0.553314176683002	7.0	16000.0	1226.0	0.3888888888888889	0.076625
chr1	9908333	9970394	ENSG00000178585	9908332	9908333	62061	7.4	1	0.028887984494568062	1.0	0.0	1.383	0.0	13.0	0.5128831345097129	5.0	10000.0	583.0	0.38461538461538464	0.0583
chr1	10696660	10856707	ENSG00000130940	10696659	10696660	160047	15.9	1	0.21139872517974895	0.0	1.0	0.152	0.0	18.0	0.6446718760978819	11.0	23600.0	6586.0	0.6111111111111112	0.2790677966101695
chr1	12227059	12269285	ENSG00000028137	12227058	12227059	42226	5.0	1	0.10564271959515432	0.0	0.0	0.476	0.0	11.0	0.5025629215889396	5.0	7000.0	324.0	0.45454545454545453	0.046285714285714284
chr1	12290123	12572099	ENSG00000048707	12290122	12290123	281976	6.9	1	0.01790190155322375	0.0	1.0	0.332	1.0	11.0	0.5025629215889396	5.0	7000.0	324.0	0.45454545454545453	0.046285714285714284
chr1	12627938	12677737	ENSG00000162496	12627937	12627938	49799	0.1	0	0.10403015526466948	0.0	0.0	0.674	0.0	35.0	0.6178164605186881	19.0	40000.0	4252.0	0.5428571428571428	0.1063
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	0.6	0	0.16572770054075014	0.0	0.0	0.381	0.0	0.0		0.0				
chr1	15943994	15995539	ENSG00000197312	15943993	15943994	51545	13.1	1	0.08322525021923176	0.0	1.0	0.208	1.0	8.0	0.6208220305641313	3.0	8600.0	614.0	0.375	0.0713953488372093
chr1	15986363	15988217	ENSG00000215695	15986362	15986363	1854	0.1	0	0.25158745769912005	1.0	0.0	1.522	0.0	8.0	0.6208220305641313	3.0	8600.0	614.0	0.375	0.0713953488372093
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	12.5	1	0.007685736075891235	1.0	1.0	0.309	1.0	11.0	0.602596607508718	6.0	10000.0	1044.0	0.5454545454545454	0.1044
chr1	19542157	19578046	ENSG00000127463	19542156	19542157	35889	9.3	1	0.018300840904622702	1.0	0.0	1.009	1.0	17.0	0.5368807361789536	7.0	18800.0	2534.0	0.4117647058823529	0.1347872340425532
chr1	19578032	19586622	ENSG00000053372	19578031	19578032	8590	10.6	1	0.01718983473105039	1.0	1.0	0.23	1.0	17.0	0.5368807361789536	7.0	18800.0	2534.0	0.4117647058823529	0.1347872340425532
chr1	19609051	19615744	ENSG00000162482	19609050	19609051	6693	0.2	0	0.4996537712826025	0.0	0.0	1.928	0.0	17.0	0.5368807361789536	7.0	18800.0	2534.0	0.4117647058823529	0.1347872340425532
chr1	19630458	19638640	ENSG00000053371	19630457	19630458	8182	24.7	1	0.01814701490690487	1.0	0.0	1.522	0.0	17.0	0.5368807361789536	7.0	18800.0	2534.0	0.4117647058823529	0.1347872340425532
chr1	19638819	19655794	ENSG00000040487	19638818	19638819	16975	6.8	1	0.014255292815659312	1.0	0.0	1.004	0.0	17.0	0.5368807361789536	7.0	18800.0	2534.0	0.4117647058823529	0.1347872340425532
chr1	19665266	19812066	ENSG00000077549	19665265	19665266	146800	112.6	1	0.16963323404242808	1.0	0.0	0.379	0.0	17.0	0.5368807361789536	7.0	18800.0	2534.0	0.4117647058823529	0.1347872340425532
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	5.5	1	0.04258459524331211	1.0	0.0	0.584	0.0	23.0	0.4838698388467881	10.0	31000.0	2730.0	0.43478260869565216	0.08806451612903225
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	9.0	0.7128520861813855	7.0	6400.0	1409.0	0.7777777777777778	0.22015625
chr1	21046224	21059330	ENSG00000189410	21046223	21046224	13106	0.0	0	0.4820192182439518	0.0	0.0	1.094	0.0	21.0	0.78764797677337	17.0	9200.0	2637.0	0.8095238095238095	0.2866304347826087
chr1	21069153	21113816	ENSG00000127483	21069152	21069153	44663	47.9	1	0.012455028695411657	1.0	1.0	0.3	0.0	21.0	0.78764797677337	17.0	9200.0	2637.0	0.8095238095238095	0.2866304347826087
chr1	21132962	21503377	ENSG00000075151	21132961	21132962	370415	12.0	1	0.025762731429332563	1.0	1.0	0.112	0.0	21.0	0.78764797677337	17.0	9200.0	2637.0	0.8095238095238095	0.2866304347826087
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.1	0	0.054323145428416084	0.0	0.0	0.402	0.0	9.0	0.5960573614650098	3.0	3800.0	416.0	0.3333333333333333	0.10947368421052632
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	9.0	0.5960573614650098	3.0	3800.0	416.0	0.3333333333333333	0.10947368421052632
chr1	23630263	23670829	ENSG00000125944	23630262	23630263	40566	25.5	1	0.00726380150912205	1.0	1.0	0.21	0.0	9.0	0.5960573614650098	3.0	3800.0	416.0	0.3333333333333333	0.10947368421052632
chr1	24171566	24194784	ENSG00000179163	24171565	24171566	23218	5.8	1	0.05490488416488299	0.0	0.0	0.944	0.0	4.0	0.47490736372060927	1.0	1600.0	235.0	0.25	0.146875
chr1	24197015	24285549	ENSG00000188822	24197014	24197015	88534	0.0	0	0.4869822552162653	0.0	0.0	1.683	0.0	4.0	0.47490736372060927	1.0	1600.0	235.0	0.25	0.146875
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	1.3	1	0.09427250551235962	0.0	0.0	0.763	0.0	12.0	0.6081307886295395	6.0	5000.0	1165.0	0.5	0.233
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	12.0	0.6081307886295395	6.0	5000.0	1165.0	0.5	0.233
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	0.5	0	0.0572567126063331	0.0	0.0	1.339	0.0	12.0	0.6081307886295395	6.0	5000.0	1165.0	0.5	0.233
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	0.3	0	0.07967952413474128	0.0	0.0	1.313	0.0	3.0	0.8409595817601124	2.0	1600.0	137.0	0.6666666666666666	0.085625
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	8.8	1	0.11371882885611022	0.0	0.0	1.113	0.0	6.0	0.6291151197123561	3.0	9000.0	692.0	0.5	0.0768888888888889
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	9.7	1	0.011762782971970524	0.0	1.0	0.071	0.0	16.0	0.5548184401141008	8.0	19400.0	5270.0	0.5	0.27164948453608245
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	2.0	1	0.020130754633868427	0.0	0.0	0.375	0.0	6.0	0.4964684501550103	2.0	9200.0	1953.0	0.3333333333333333	0.2122826086956522
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	8.1	1	0.023898186252685867	0.0	1.0	0.311	0.0	16.0	0.6222672679920773	10.0	21200.0	8347.0	0.625	0.39372641509433964
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	14.1	1	0.03851818634445243	0.0	1.0	0.076	0.0	33.0	0.5597646657252897	15.0	37800.0	12234.0	0.45454545454545453	0.32365079365079363
chr1	27938574	27961788	ENSG00000000938	27938573	27938574	23214	1.3	1	0.27447210583503223	0.0	0.0	0.425	0.0	14.0	0.384060713447058	1.0	9600.0	1351.0	0.07142857142857142	0.14072916666666666
chr1	27992571	27998729	ENSG00000126709	27992570	27992571	6158	11.1	1	0.036460655078817496	0.0	0.0	1.648	0.0	14.0	0.384060713447058	1.0	9600.0	1351.0	0.07142857142857142	0.14072916666666666
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	1.1	1	0.1389891466099536	0.0	0.0	1.379	0.0	5.0	0.8091514981121349	3.0	4000.0	290.0	0.6	0.0725
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	44.9	1	0.01251389353650343	1.0	0.0	0.378	0.0	5.0	0.8091514981121349	3.0	4000.0	290.0	0.6	0.0725
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	18.3	1	0.06704493053487946	0.0	0.0	0.848	1.0	5.0	0.8091514981121349	3.0	4000.0	290.0	0.6	0.0725
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	1.5	1	0.09732258780510823	0.0	0.0	0.664	0.0	9.0	0.6541549998294918	5.0	5600.0	382.0	0.5555555555555556	0.06821428571428571
chr1	34632483	34684732	ENSG00000142698	34632482	34632483	52249	0.0	0	0.5631615161603193	0.0	0.0	0.593	0.0	0.0		0.0				
chr1	39546987	39952849	ENSG00000127603	39546986	39546987	405862	31.9	1	0.02190075411151449	0.0	1.0	0.084	0.0	31.0	0.5740580121824311	14.0	38000.0	9305.0	0.45161290322580644	0.24486842105263157
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	4.0	1	0.0075329688176914876	0.0	1.0	0.04	0.0	14.0	0.5808833962092085	8.0	6400.0	225.0	0.5714285714285714	0.03515625
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	7.9	1	0.008294516222166596	1.0	0.0	1.327	0.0	14.0	0.5808833962092085	8.0	6400.0	225.0	0.5714285714285714	0.03515625
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	0.1	0	0.25722174593999897	0.0	0.0	0.636	0.0	14.0	0.5808833962092085	8.0	6400.0	225.0	0.5714285714285714	0.03515625
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	14.6	1	0.10535756836373324	0.0	0.0	0.553	0.0	14.0	0.5808833962092085	8.0	6400.0	225.0	0.5714285714285714	0.03515625
chr1	43391051	43424530	ENSG00000117394	43391050	43391051	33479	2.4	1	0.11916309276803908	0.0	1.0	0.241	0.0	1.0	1.0	1.0	600.0	85.0	1.0	0.14166666666666666
chr1	43735664	43739673	ENSG00000179178	43735663	43735664	4009	0.0	0	0.2686150557752293	0.0	0.0	1.965	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43747553	43751288	ENSG00000253313	43747552	43747553	3735	0.0	0	0.3461355937723353	0.0	0.0	1.907	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43766663	43788779	ENSG00000066056	43766662	43766663	22116	5.8	1	0.06042996771978903	0.0	0.0	0.885	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.0	0	0.22281078954804934	0.0	0.0	0.763	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.1	0	0.1965138859410462	0.0	0.0	0.838	1.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43829067	43833696	ENSG00000066322	43829066	43829067	4629	11.4	1	0.02191048994788823	1.0	0.0	0.462	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43849587	43855479	ENSG00000159479	43849586	43849587	5892	10.5	1	0.009376836411879787	1.0	0.0	1.098	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	43855552	43918321	ENSG00000198198	43855551	43855552	62769	1.8	1	0.01783886490951968	0.0	0.0	0.405	0.0	8.0	0.45554461872239127	2.0	3000.0	371.0	0.25	0.12366666666666666
chr1	45965724	45976739	ENSG00000132763	45965723	45965724	11015	1.5	1	0.12927069418913698	0.0	0.0	1.755	0.0	10.0	0.5081215024481538	2.0	5800.0	375.0	0.2	0.06465517241379311
chr1	45976707	45988719	ENSG00000117450	45976706	45976707	12012	268.0	1	0.027382996433568715	1.0	0.0	1.905	0.0	10.0	0.5081215024481538	2.0	5800.0	375.0	0.2	0.06465517241379311
chr1	46505811	46642160	ENSG00000117461	46505810	46505811	136349	5.5	1	0.04634806459942052	0.0	0.0	1.004	0.0	13.0	0.8557645182006385	10.0	15000.0	3171.0	0.7692307692307693	0.2114
