chrom	start	end	target_gene	tss_start	tss_end	gene_length	lung	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	1950779	1962192	ENSG00000187730	1950778	1950779	11413	1.0	0	0.5567640722499921	0.0	1.0	0.245	0.0	5.0	0.36944031286244383	1.0	1459.0	171.0	0.2	0.11720356408498972
chr1	2160133	2241558	ENSG00000157933	2160132	2160133	81425	37.2	1	0.009599752283246794	0.0	1.0	0.194	0.0	75.0	0.4378884837773535	22.0	24041.0	817.0	0.29333333333333333	0.03398361133064348
chr1	2252691	2323146	ENSG00000116151	2252690	2252691	70455	4.7	1	0.053126021189200665	0.0	0.0	1.116	0.0	75.0	0.4378884837773535	22.0	24041.0	817.0	0.29333333333333333	0.03398361133064348
chr1	6845383	7829766	ENSG00000171735	6845382	6845383	984383	40.0	1	0.033377414405762314	1.0	1.0	0.172	0.0	12.0	0.5300341897394303	4.0	2990.0	834.0	0.3333333333333333	0.27892976588628765
chr1	8377885	8404227	ENSG00000162426	8377884	8377885	26342	1.1	1	0.11791702662118138	0.0	0.0	0.745	0.0	251.0	0.44173693300169903	69.0	76537.0	6188.0	0.2749003984063745	0.08084978507127272
chr1	8412456	8877702	ENSG00000142599	8412455	8412456	465246	42.2	1	0.05904072753930298	0.0	1.0	0.12	0.0	245.0	0.44459146566351476	69.0	75444.0	5979.0	0.2816326530612245	0.07925083505646573
chr1	8921060	8939308	ENSG00000074800	8921059	8921060	18248	531.4	1	0.01458383680138749	0.0	0.0	0.864	1.0	49.0	0.550857573208369	19.0	12615.0	788.0	0.3877551020408163	0.06246531906460563
chr1	9005925	9035151	ENSG00000131686	9005924	9005925	29226	0.0	0	0.6941127267919259	0.0	0.0	0.917	0.0	49.0	0.550857573208369	19.0	12615.0	788.0	0.3877551020408163	0.06246531906460563
chr1	9352938	9429591	ENSG00000171621	9352937	9352938	76653	30.5	1	0.08178002888575657	0.0	0.0	0.594	0.0	85.0	0.41023878314702905	18.0	28582.0	2301.0	0.21176470588235294	0.08050521307116366
chr1	9599540	9645237	ENSG00000171612	9599539	9599540	45697	3.0	1	0.1096472926809236	0.0	0.0	0.825	0.0	85.0	0.41023878314702905	18.0	28582.0	2301.0	0.21176470588235294	0.08050521307116366
chr1	9908333	9970394	ENSG00000178585	9908332	9908333	62061	30.3	1	0.028887984494568062	1.0	0.0	1.383	0.0	19.0	0.6046854990696788	10.0	5903.0	253.0	0.5263157894736842	0.04285956293410131
chr1	10458648	10480201	ENSG00000142657	10458647	10458648	21553	99.1	1	0.03440832993091269	0.0	1.0	0.292	1.0	20.0	0.5917430417425074	10.0	5943.0	421.0	0.5	0.07083964327780583
chr1	10490158	10512210	ENSG00000175279	10490157	10490158	22052	4.2	1	0.009594370941857212	0.0	0.0	1.706	0.0	20.0	0.5917430417425074	10.0	5943.0	421.0	0.5	0.07083964327780583
chr1	10490158	10512210	ENSG00000251503	10490157	10490158	22052	0.0	0	0.5421631724263716	0.0	0.0	1.706	0.0	20.0	0.5917430417425074	10.0	5943.0	421.0	0.5	0.07083964327780583
chr1	10509775	10511959	ENSG00000241563	10509774	10509775	2184	0.2	0	0.1724102616057711	0.0	0.0	1.941	0.0	20.0	0.5917430417425074	10.0	5943.0	421.0	0.5	0.07083964327780583
chr1	10516578	10532583	ENSG00000160049	10516577	10516578	16005	11.0	1	0.0055902897710935675	1.0	0.0	1.161	0.0	20.0	0.5917430417425074	10.0	5943.0	421.0	0.5	0.07083964327780583
chr1	10696660	10856707	ENSG00000130940	10696659	10696660	160047	12.8	1	0.21139872517974895	0.0	1.0	0.152	0.0	119.0	0.7177092191141204	77.0	46267.0	11205.0	0.6470588235294118	0.2421812522964532
chr1	11539222	11597641	ENSG00000204624	11539221	11539222	58419	0.0	0	0.4711625286950651	0.0	0.0	0.548	0.0	6.0	0.88813537642146	5.0	873.0	104.0	0.8333333333333334	0.11912943871706758
chr1	12227059	12269285	ENSG00000028137	12227058	12227059	42226	35.7	1	0.10564271959515432	0.0	0.0	0.476	0.0	25.0	0.5076402493400645	8.0	7558.0	302.0	0.32	0.03995766075681397
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	17.8	1	0.16572770054075014	0.0	0.0	0.381	0.0	22.0	0.7394250994562591	14.0	5006.0	97.0	0.6363636363636364	0.01937674790251698
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	15.5	1	0.1012273031421312	0.0	0.0	0.765	0.0	38.0	0.4489774364050792	8.0	11560.0	514.0	0.21052631578947367	0.044463667820069205
chr1	15573767	15726779	ENSG00000142621	15573766	15573767	153012	2.5	1	0.23011697559926395	0.0	0.0	1.346	0.0	10.0	0.41913181931997257	1.0	3485.0	14.0	0.1	0.0040172166427546625
chr1	16174358	16266955	ENSG00000065526	16174357	16174358	92597	16.4	1	0.01544478707074131	1.0	1.0	0.071	0.0	32.0	0.4407485677760273	9.0	7880.0	1577.0	0.28125	0.20012690355329948
chr1	16558194	16563657	ENSG00000132881	16558193	16558194	5463	2.8	1	0.04008951326617734	0.0	0.0	1.626	0.0	41.0	0.3863697232834503	9.0	10601.0	2396.0	0.21951219512195122	0.2260164135458919
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	14.8	1	0.013987202434530341	1.0	1.0	0.274	0.0	41.0	0.3863697232834503	9.0	10601.0	2396.0	0.21951219512195122	0.2260164135458919
chr1	16679069	16724640	ENSG00000055070	16679068	16679069	45571	53.1	1	0.025758478194814804	1.0	0.0	0.672	0.0	41.0	0.3863697232834503	9.0	10601.0	2396.0	0.21951219512195122	0.2260164135458919
chr1	16713611	16763919	ENSG00000187144	16713610	16713611	50308	0.0	0	1.0000000000000002	0.0	0.0	1.498	0.0	41.0	0.3863697232834503	9.0	10601.0	2396.0	0.21951219512195122	0.2260164135458919
chr1	18957499	19075360	ENSG00000009709	18957498	18957499	117861	0.0	0	0.5561742893070402	0.0	0.0	0.558	0.0	2.0	1.0	2.0	351.0	14.0	1.0	0.039886039886039885
chr1	19197925	19229275	ENSG00000159423	19197924	19197925	31350	7.2	1	0.4131583245117165	0.0	0.0	0.714	0.0	32.0	0.46050358424466753	8.0	12245.0	1117.0	0.25	0.0912209064924459
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	7.6	1	0.04579335389665255	0.0	0.0	0.42	0.0	32.0	0.46050358424466753	8.0	12245.0	1117.0	0.25	0.0912209064924459
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	4.5	1	0.04258459524331211	1.0	0.0	0.584	0.0	149.0	0.3477719217229834	22.0	48185.0	3979.0	0.1476510067114094	0.08257756563245823
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	321.6	1	0.14015894486695946	0.0	0.0	1.023	0.0	149.0	0.3477719217229834	22.0	48185.0	3979.0	0.1476510067114094	0.08257756563245823
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	18.9	1	0.2948839395651715	0.0	0.0	1.292	0.0	16.0	0.6942270008238987	10.0	4359.0	237.0	0.625	0.05437026841018582
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	8.0	1	0.32799373176247504	0.0	0.0	1.57	0.0	16.0	0.6942270008238987	10.0	4359.0	237.0	0.625	0.05437026841018582
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.3	0	0.3874819248405741	0.0	0.0	1.786	0.0	17.0	0.6682594280513626	10.0	4704.0	237.0	0.5882352941176471	0.05038265306122449
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	14.0	0.6178196502279322	7.0	4272.0	139.0	0.5	0.0325374531835206
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	20.0	0.8843740694728448	20.0	4579.0	739.0	1.0	0.16138894955230398
chr1	22138757	22151714	ENSG00000187942	22138756	22138757	12957	1.8	1	0.06437412866343913	0.0	0.0	1.241	0.0	71.0	0.35823663727331334	16.0	23379.0	2752.0	0.22535211267605634	0.11771247700928184
chr1	22148737	22263790	ENSG00000142798	22148736	22148737	115053	24.3	1	0.10650915245498513	0.0	0.0	0.412	0.0	71.0	0.35823663727331334	16.0	23379.0	2752.0	0.22535211267605634	0.11771247700928184
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	1.2	1	0.054323145428416084	0.0	0.0	0.402	0.0	34.0	0.5330038831544276	13.0	8440.0	1197.0	0.38235294117647056	0.14182464454976304
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	34.0	0.5330038831544276	13.0	8440.0	1197.0	0.38235294117647056	0.14182464454976304
chr1	23685940	23695935	ENSG00000125945	23685939	23685940	9995	4.6	1	0.03904712431800852	0.0	0.0	0.878	0.0	62.0	0.4655902179307267	17.0	21194.0	2789.0	0.27419354838709675	0.1315938473152779
chr1	23707553	23751233	ENSG00000204219	23707552	23707553	43680	22.8	1	0.3019665645789893	0.0	0.0	0.73	0.0	62.0	0.4655902179307267	17.0	21194.0	2789.0	0.27419354838709675	0.1315938473152779
chr1	23755055	23811061	ENSG00000088280	23755054	23755055	56006	17.8	1	0.10216357735593487	0.0	0.0	0.711	0.0	62.0	0.4655902179307267	17.0	21194.0	2789.0	0.27419354838709675	0.1315938473152779
chr1	23832921	23857712	ENSG00000007968	23832920	23832921	24791	0.9	0	0.35622802658225955	0.0	0.0	0.561	0.0	62.0	0.4655902179307267	17.0	21194.0	2789.0	0.27419354838709675	0.1315938473152779
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	111.7	1	0.04834788799417868	0.0	0.0	0.709	0.0	40.0	0.46008901546225395	12.0	14313.0	1703.0	0.3	0.11898274296094459
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	2.3	1	0.09427250551235962	0.0	0.0	0.763	0.0	20.0	0.5860727833586562	8.0	4590.0	338.0	0.4	0.07363834422657953
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	27.0	0.5776137735294196	11.0	8302.0	463.0	0.4074074074074074	0.055769694049626596
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	4.4	1	0.0572567126063331	0.0	0.0	1.339	0.0	27.0	0.5776137735294196	11.0	8302.0	463.0	0.4074074074074074	0.055769694049626596
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	9.1	1	0.11992147565712866	0.0	0.0	0.844	0.0	11.0	0.6131610515144218	5.0	4464.0	323.0	0.45454545454545453	0.07235663082437276
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	4.5	1	0.07967952413474128	0.0	0.0	1.313	0.0	10.0	0.5112812606404891	3.0	2588.0	129.0	0.3	0.049845440494590415
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	16.1	1	0.09269333132337554	0.0	0.0	1.163	0.0	89.0	0.5419357021262823	34.0	25628.0	3325.0	0.38202247191011235	0.12974090838145777
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	9.4	1	0.04358991749474712	0.0	0.0	0.434	0.0	81.0	0.5273319528821686	29.0	24164.0	3212.0	0.35802469135802467	0.13292501241516305
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	51.2	1	0.01493164186679869	0.0	0.0	1.017	0.0	76.0	0.4808401233461839	24.0	20673.0	1849.0	0.3157894736842105	0.08944033280123834
chr1	26145130	26159432	ENSG00000117640	26145129	26145130	14302	35.9	1	0.047550316071094605	1.0	0.0	0.611	0.0	38.0	0.5477317034816588	15.0	9462.0	247.0	0.39473684210526316	0.02610441767068273
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	5.1	1	0.11371882885611022	0.0	0.0	1.113	0.0	17.0	0.4688715066726355	6.0	5689.0	405.0	0.35294117647058826	0.07119001582000352
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	2.2	1	0.02521019098345276	0.0	0.0	0.643	0.0	68.0	0.5572012563879164	32.0	21480.0	5126.0	0.47058823529411764	0.23864059590316575
